ID,Τύπος,"Κωδικός προϊόντος","GTIN, UPC, EAN, ή ISBN",Όνομα,Δημοσιευμένο,"Είναι προτεινόμενο;","Ορατότητα στον κατάλογο","Σύντομη περιγραφή",Περιγραφή,"Ημερομηνία έναρξης εκπτωτικής τιμής","Ημερομηνία λήξης εκπτωτικής τιμής","Κατάσταση φόρου","Κατηγορία φόρου","Σε απόθεμα;",Απόθεμα,"Χαμηλή ποσότητα αποθέματος","Να επιτρέπονται λίστες αναμονής;","Μεμονωμένη πώληση;","Βάρος (κ.)","Μήκος (cm)","Πλάτος (cm)","Ύψος (cm)","Να επιτρέπονται αξιολογήσεις πελάτη;","Σημείωση αγοράς","Τιμή προσφοράς","Κανονική τιμή",Κατηγορίες,Ετικέτες,"Κλάση αποστολής",Εικόνες,"Όριο μεταφόρτωσης","Ημέρες λήξης μεταφόρτωσης",Γονέας,"Ομαδοποιημένα προϊόντα","Αύξηση πωλήσεων","Προϊόντα παράλληλης πώλησης","Εξωτερικό URL","Κείμενο κουμπιού",Θέση,Μάρκες,"Όνομα ιδιότητας 1","Τιμή(ές) ιδιότητας 1","Ιδιότητα 1 ορατή","Ιδιότητα 1 καθολική","Όνομα ιδιότητας 2","Τιμή(ές) ιδιότητας 2","Ιδιότητα 2 ορατή","Ιδιότητα 2 καθολική","Όνομα ιδιότητας 3","Τιμή(ές) ιδιότητας 3","Ιδιότητα 3 ορατή","Ιδιότητα 3 καθολική","Meta: _supplier","Meta: _supplier_product_id","Meta: _barcode","Meta: _last_synced","Meta: _manufacturer","Meta: _tech_specs"
284583,simple,0603333,5208067215640,"Γωνιακός καναπές Cornera",1,0,visible,,"<p>Ανακαλύψτε τον καναπέ κρεβάτι Cornera - την ιδανική επιλογή για όσους αναζητούν άνεση και στυλ στο χώρο τους. Με το κομψό γκρι ύφασμα που συνδυάζει αρμονικά τη μοντέρνα με τη κλασική αισθητική, ο Cornera μεταμορφώνει κάθε σαλόνι σε έναν άνετο προσωπικό παράδεισο. Η καινοτόμος αναστρέψιμη γωνία προσαρμόζεται άψογα στον διαθέσιμο χώρο σας, προσφέροντας μέγιστη ευελιξία στη διαρρύθμιση του σπιτιού.</p> <p>Μετατρέψτε τον εύκολα σε κρεβάτι μέσα σε λίγα δευτερόλεπτα και απολαύστε ξεκούραση υψηλής ποιότητας. Η διαχρονική κομψότητα και η ανθεκτικότητα του Cornera εγγυώνται μακροχρόνια απόλαυση. Επενδύστε σε έναν καναπέ που συνδυάζει λειτουργικότητα με απαράμιλλη αισθητική - την τέλεια επιλογή για το σύγχρονο lifestyle.</p>",,,taxable,,1,3,,0,0,139.5,155,269,89,1,,,"899,9","Σαλόνι & Καθιστικό",καναπές,,https://eboy.gr/app/uploads/sites/2/2026/05/kanapes-krebati-anastrepsimh-gonia-fb933-1.webp,,,,,,,,,0,B2BMarkt,ύψος,"89 εκ.",1,1,πλάτος,"269 εκ.",1,1,μήκος,"155 εκ.",1,1,B2BMarkt,76025,5208067215640,"2026-05-09 23:49:25",B2BMarkt,"<ul>
<li>Κατασκευή από μεταλλικό σκελετό και ξύλινα στοιχεία στήριξης</li>
<li>Επένδυση με ανθεκτικό γκρι ύφασμα υψηλής ποιότητας</li>
<li>Αναστρέψιμη γωνία καναπέ για ευέλικτη διάταξη στο χώρο</li>
<li>Μετατροπή σε κρεβάτι μέσω ανάκλισης πλάτης και επέκτασης καθίσματος</li>
<li>Σχεδιασμός χαμηλού προφίλ ποδιών για σταθερότητα και μοντέρνο στυλ</li>
<li>Πλαϊνά μπράτσα ενισχυμένης κατασκευής με άνετο πάχος</li>
<li>Απαλή υφή υφάσματος με εύκολη συντήρηση</li>
</ul>"
284585,simple,0525888,5208067200646,"Ντουλάπι Superon",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head><meta charset=""UTF-8""></head> <body> <p>Το SUPERON - ένα μοντέρνο ντουλάπι βιβλιοθήκης που συνδυάζει τέλεια την πρακτικότητα με το design. Προσφέρει τον ιδανικό χώρο για το γραφείο σας, με τον αρμονικό συνδυασμό μπεζ και φυσικής απόχρωσης να δημιουργεί μια κομψή ατμόσφαιρα στον επαγγελματικό σας χώρο.</p> <p>Με τη λειτουργική του σχεδίαση, παρέχει άφθονο αποθηκευτικό χώρο στην αριστερή πλευρά μέσω ντουλαπιού, ενώ η δεξιά πλευρά μεταμορφώνεται σε μία ελκυστική βιβλιοθήκη με ράφι, εξασφαλίζοντας εύκολη πρόσβαση στα αντικείμενα σας. Η επιλογή αυτή αποτελεί την ιδανική λύση για κάθε σύγχρονο γραφείο, συνδυάζοντας αισθητική και λειτουργικότητα.</p> </body> </html>",,,taxable,,1,3,,0,0,33,40,80,90,1,,,"109,9",Γραφείο,ντουλάπι,,https://eboy.gr/app/uploads/sites/2/2026/05/ntoylapi-bibliothiki-fb92143-melamini-mp.webp,,,,,,,,,0,B2BMarkt,ύψος,"90 εκ.",1,1,πλάτος,"80 εκ.",1,1,μήκος,"40 εκ.",1,1,B2BMarkt,76033,5208067200646,"2026-05-09 23:49:54",B2BMarkt,"<ul>
    <li>Κατασκευή από μελαμίνη υψηλής ποιότητας σε συνδυασμό μπεζ και φυσικού χρώματος ξύλου.</li>
    <li>Διαθέτει αριστερό τμήμα κλειστού ντουλαπιού με πόρτα.</li>
    <li>Δεξιά πλευρά με ανοιχτό χώρο βιβλιοθήκης που περιλαμβάνει ένα ράφι στήριξης αντικειμένων.</li>
    <li>Επιφάνεια μελαμίνης ανθεκτική στην καθημερινή χρήση και τον καθαρισμό.</li>
    <li>Προσφέρει ευελιξία στη χρήση για αποθήκευση εγγράφων και διακοσμητικών στοιχείων.</li>
</ul>"
284587,simple,0535916,5208067211345,"Τραπέζι σαλονιού Travertine",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head> <meta charset=""UTF-8""> </head> <body> <p>Αναβαθμίστε το χώρο σας με το μοντέρνο Τραπέζι Σαλονιού Travertine! Η ιδιαίτερη υφή της πέτρας travertine προσδίδει μια κομψή, φυσική αισθητική που θα μεταμορφώσει τον εξωτερικό σας χώρο. Ιδανικό για καφετέριες, εστιατόρια και τουριστικά καταλύματα, συνδυάζει την πρακτικότητα με τη διαχρονική ομορφιά.</p> <p>Κατασκευασμένο από ανθεκτικό HPL υλικό, το τραπέζι είναι ασφαλές για επαφή με τρόφιμα και προσφέρει μακροχρόνια αντοχή στις εξωτερικές συνθήκες. Διαθέσιμο σε τετράγωνο σχήμα 80x80εκ., με πάχος 12mm που προσαρμόζεται εύκολα στη βάση σας. Η επιλογή αυτή δεν αποτελεί απλώς μια αισθητική προσθήκη, αλλά μια επένδυση στην ποιότητα του χώρου σας.</p> </body> </html>",,,taxable,,1,14,,0,0,11.2,80,80,,1,,,"84,61","Κήπος & Εξωτερικός Χώρος",τραπέζι,,https://eboy.gr/app/uploads/sites/2/2026/05/epifaneia-trapezioy-hpl-tetragoni-fb9583-13.webp,,,,,,,,,0,B2BMarkt,πλάτος,"80 εκ.",1,1,μήκος,"80 εκ.",1,1,,,,,B2BMarkt,76046,5208067211345,"2026-05-09 23:50:25",B2BMarkt,"<ul>
<li>Κατασκευή από High Pressure Laminate (HPL) με βάση συνθετική ρητίνη</li>
<li>Πάχος επιφάνειας: 12mm</li>
<li>Ανθεκτική επιφάνεια σε χτυπήματα, τριβή και λεκέδες</li>
<li>Φυσικό φινίρισμα πέτρας Travertine, διαθέσιμο σε ματ και γυαλιστερό</li>
<li>Μηδενική ανάπτυξη βακτηρίων στην επιφάνεια</li>
<li>Σταθερότητα χρώματος στο χρόνο</li>
<li>Κατάλληλο για άμεση επαφή με τρόφιμα</li>
</ul>"
284589,simple,0535933,5208067211307,"Τραπέζι σαλονιού Hpl Square",1,0,visible,,"<p>Ανακαλύψτε το μοντέρνο τραπέζι σαλονιού με την ξεχωριστή τετράγωνη επιφάνεια σε λευκό, ιδανικό για κάθε χώρο! Δημιουργήστε μια κομψή ατμόσφαιρα στον εξωτερικό σας χώρο, συνδυάζοντας λειτουργικότητα και αισθητική. Το ανθεκτικό υλικό HPL εξασφαλίζει μακροχρόνια χρήση χωρίς φθορά από τις καιρικές συνθήκες.</p> <p>Αφήστε τους καλεσμένους σας να απολαύσουν τον καφέ ή το γεύμα τους πάνω στην καθαρή λευκή επιφάνεια, ιδανική για επαφή με τρόφιμα. Η απλότητα του σχεδιασμού του συνδυάζεται αρμονικά σε καφετέριες, εστιατόρια και τουριστικά καταλύματα, προσφέροντας μια διαχρονική αισθητική που ξεχωρίζει.</p>",,,taxable,,1,30,,0,0,11.2,80,80,,1,,,"84,61","Κήπος & Εξωτερικός Χώρος",τραπέζι,,https://eboy.gr/app/uploads/sites/2/2026/05/epifaneia-trapezioy-hpl-tetragoni-fb9583-14.webp,,,,,,,,,0,B2BMarkt,πλάτος,"80 εκ.",1,1,μήκος,"80 εκ.",1,1,,,,,B2BMarkt,76047,5208067211307,"2026-05-09 23:50:57",B2BMarkt,"<ul>
<li>Κατασκευή από High Pressure Laminate (HPL) με βάση συνθετική ρητίνη</li>
<li>Πάχος επιφάνειας: 12mm</li>
<li>Ανθεκτική επιφάνεια σε χτυπήματα, τριβή και λεκέδες</li>
<li>Φυσική αντίσταση στην ανάπτυξη βακτηρίων</li>
<li>Σταθερότητα χρώματος στο φως</li>
<li>Διαθέσιμο ματ ή γυαλιστερό φινίρισμα επιφάνειας</li>
<li>Κατάλληλο για επαφή με τρόφιμα (FDA compliant)</li>
</ul>"
284591,simple,0535925,5208067211048,"Τραπέζι σαλονιού Hpl",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head> <meta charset=""UTF-8""> </head> <body> <p>Εμπλουτίστε την αισθητική του εξωτερικού σας χώρου με το μοναδικό στρογγυλό τραπέζι μας σε λευκό χρώμα. Σχεδιασμένο με γνώμονα τη διαχρονικότητα, συνδυάζει άψογα λειτουργικότητα και κομψότητα, δημιουργώντας ένα ιδανικό σημείο συνάντησης για κάθε περίσταση.</p> <p>Η υψηλής ποιότητας επιφάνεια είναι όχι μόνο ανθεκτική στις καιρικές συνθήκες αλλά και φιλική προς το περιβάλλον, ιδανική για άμεση επαφή με τρόφιμα. Το καινοτόμο σύστημα τοποθέτησης German Slots εξασφαλίζει σταθερή και ασφαλή στήριξη χωρίς κόπο. Αποτελεί την τέλεια επιλογή για επαγγελματικούς χώρους όπως καφετέριες και εστιατόρια, καθώς και για ενοικιαζόμενα δωμάτια που αναζητούν μοναδικά έπιπλα εξωτερικού χώρου.</p> </body> </html>",,,taxable,,1,21,,0,0,6.55,60,60,,1,,,"36,53","Κήπος & Εξωτερικός Χώρος",τραπέζι,,https://eboy.gr/app/uploads/sites/2/2026/05/epifaneia-trapezioy-hpl-stroggyli-fb9584-14.webp,,,,,,,,,0,B2BMarkt,πλάτος,"60 εκ.",1,1,μήκος,"60 εκ.",1,1,,,,,B2BMarkt,76048,5208067211048,"2026-05-09 23:51:27",B2BMarkt,"<ul>
<li>Επιφάνεια κατασκευασμένη από HPL (High Pressure Laminate) με αντοχή σε εξωτερικές συνθήκες</li>
<li>Λευκό φαλτσοκομμένο φινίρισμα κατάλληλο για επαφή με τρόφιμα</li>
<li>Περιλαμβάνει German Slots στο πίσω μέρος της επιφάνειας για εύκολη προσαρμογή σε διάφορες βάσεις</li>
<li>Επαγγελματική συσκευασία που περιλαμβάνει ειδικές βίδες με τετράγωνο κεφάλι για ασφαλή στερέωση</li>
<li>Ανθεκτικό, φιλικό προς το περιβάλλον υλικό με πιστοποίηση καταλληλότητας για επαφή με τρόφιμα</li>
<li>Προσφέρει ευελιξία στην τοποθέτηση σε εσωτερικές και εξωτερικές επιφάνειες χάρη στους ειδικούς οδηγούς</li>
</ul>"
284593,simple,0525878,5208067200752,"Γραφείο συνεδριάσεων Superon",1,0,visible,,"<p>Αναβαθμίστε τον επαγγελματικό σας χώρο με το εντυπωσιακό γραφείο συνεδριάσεων Superon. Η μοναδική διχρωμία φυσικής απόχρωσης ξύλου και μπεζ δημιουργεί μια κομψή αντίθεση, προσδίδοντας κομψότητα στον χώρο σας. Οι ευρύχωρες διαστάσεις του εξασφαλίζουν άνεση κατά τη διάρκεια σημαντικών συναντήσεων, ενώ η αισθητική του εμπνέει εμπιστοσύνη και επαγγελματισμό.</p> <p>Δημιουργήστε την ιδανική ατμόσφαιρα για παραγωγικές συζητήσεις, συνδυάζοντας το Superon με έπιπλα της ίδιας σειράς. Η επιλογή αυτή θα αναβαθμίσει όχι μόνο την εμφάνιση, αλλά και την αποτελεσματικότητα των επαγγελματικών σας συναντήσεων. Επενδύστε σε ένα γραφείο που συνδυάζει ποιότητα κατασκευής με μοντέρνο σχεδιασμό - το Superon αποτελεί την ιδανική λύση για κάθε σύγχρονο επαγγελματικό περιβάλλον.</p>",,,taxable,,1,3,,0,0,220,140,360,76,1,,,"999,9",Γραφείο,γραφείο,,https://eboy.gr/app/uploads/sites/2/2026/05/grafeio-synedriaseon-fb92145-melamini-se.webp,,,,,,,,,0,B2BMarkt,ύψος,"76 εκ.",1,1,πλάτος,"360 εκ.",1,1,μήκος,"140 εκ.",1,1,B2BMarkt,76051,5208067200752,"2026-05-09 23:51:57",B2BMarkt,"<ul>
<li>Κατασκευή από μελαμίνη υψηλής ποιότητας και αντοχής</li>
<li>Διχρωμία σε φυσική απόχρωση ξύλου και μπεζ απόχρωση</li>
<li>Ανθεκτική επιφάνεια με μεγάλη σκληρότητα</li>
<li>Ορθογώνιο σχήμα για μέγιστη εργονομία χώρου</li>
<li>Κατάλληλο για συνδυασμό με καρέκλες ή πολυθρόνες της ίδιας σειράς</li>
<li>Επαγγελματική αισθητική κατάλληλη για χώρους συνεδριάσεων</li>
</ul>"
284595,simple,0525879,5208067200851,"Γραφείο President Left Corner",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head> <meta charset=""UTF-8""> </head> <body> <p>Ανακαλύψτε το Γραφείο President Left Corner - την επιτομή του στυλ και της λειτουργικότητας στον επαγγελματικό χώρο. Με την κομψή σύνθεση καρυδί και μπεζ, αυτό το γωνιακό γραφείο προσθέτει μια πινελιά εκλεπτυσμού στο περιβάλλον εργασίας σας.</p> <p>Η καινοτόμος σχεδίασή του προσφέρει όχι μόνο άριστο αισθητικό αποτέλεσμα αλλά και πρακτικότητα στην καθημερινή χρήση. Ιδανικό για χώρους όπου η άνεση και ο επαγγελματισμός συνυπάρχουν αρμονικά, δημιουργεί ένα περιβάλλον που εμπνέει παραγωγικότητα και στυλ. Επιλέξτε το και μεταμορφώστε τον επαγγελματικό σας χώρο σε έναν πραγματικό κόμβο δημιουργικότητας.</p> </body> </html>",,,taxable,,1,4,,0,0,169,180,240,76,1,,,"799,9",Γραφείο,γραφείο,,https://eboy.gr/app/uploads/sites/2/2026/05/grafeio-aristeri-gonia-fb92146l-melamini.webp,,,,,,,,,0,B2BMarkt,ύψος,"76 εκ.",1,1,πλάτος,"240 εκ.",1,1,μήκος,"180 εκ.",1,1,B2BMarkt,76054,5208067200851,"2026-05-09 23:52:26",B2BMarkt,"<ul>
<li>Κατασκευή από μελαμίνη υψηλής ποιότητας σε καρυδί απόχρωση</li>
<li>Επιφάνεια εργασίας με ενσωματωμένο άνοιγμα για διαχείριση καλωδίων και οργάνωση</li>
<li>Συνδυασμός δύο χρωμάτων (καρυδί & μπεζ) για επαγγελματικό φινίρισμα</li>
<li>Πλήρης διάταξη αποθηκευτικών χώρων στο μπροστινό και πλαϊνό τμήμα</li>
<li>Σχεδιασμός γωνιακής διάταξης για βέλτιστη αξιοποίηση χώρου σε αριστερή τοποθέτηση</li>
<li>Εσωτερική δομή ενισχυμένη με μεταλλικό σκελετό για πρόσθετη σταθερότητα</li>
</ul>"
284597,simple,0613324,5208067212656,"Τραπέζι Breccan",1,0,visible,,"<p>Εντυπωσιακή παρουσία στον εξωτερικό σας χώρο με το Τραπέζι Breccan - μια κομψή επιλογή που συνδυάζει την σύγχρονη αισθητική με την ανθεκτικότητα της φύσης. Κατασκευασμένο από υψηλής ποιότητας Fiber Cement, προσφέρει μοναδική αντοχή στις καιρικές συνθήκες και διαχρονική κομψότητα.</p> <p>Το οβάλ σχήμα του δημιουργεί ένα εντυπωσιακό κέντρο εστίασης στο χώρο σας, ιδανικό για στιγμές χαλάρωσης με φίλους ή οικογενειακές συγκεντρώσεις. Η διακριτική μπεζ απόχρωση ταιριάζει αρμονικά σε κάθε εξωτερικό περιβάλλον, ενώ η στιβαρή κατασκευή του εξασφαλίζει σταθερότητα και ασφάλεια. Μια πολυτελής επιλογή που μεταμορφώνει τον κήπο ή τη βεράντα σας σε έναν κομψό χώρο φιλοξενίας.</p>",,,taxable,,1,21,,0,0,125,100,240,75,1,,,1100,"Κήπος & Εξωτερικός Χώρος",τραπέζι,,https://eboy.gr/app/uploads/sites/2/2026/05/trapezi-trapezarias-obal-fb9657702-mpez-.webp,,,,,,,,,0,B2BMarkt,ύψος,"75 εκ.",1,1,πλάτος,"240 εκ.",1,1,μήκος,"100 εκ.",1,1,B2BMarkt,76059,5208067212656,"2026-05-09 23:52:53",B2BMarkt,"<ul>
<li>Κατασκευή από Fiber Cement υψηλής πυκνότητας</li>
<li>Φυσικό μπεζ φινίρισμα με χαρακτηριστική υφή επιφάνειας</li>
<li>Στιβαρή μονοκόμματη δομή για αυξημένη αντοχή</li>
<li>Ανθεκτικό σε εξωτερικές συνθήκες και καιρικές μεταβολές</li>
<li>Κατάλληλο για χρήση τόσο εσωτερικούς όσο και εξωτερικούς χώρους</li>
<li>Ελάχιστη συντήρηση απαιτούμενη λόγω ανθεκτικότητας υλικού</li>
</ul>"
284599,simple,0525883,5208067201322,"Τραπέζι σαλονιού President",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head> <meta charset=""UTF-8""> <title>Τραπέζι Σαλονιού President</title> </head> <body> <p>Αναβαθμίστε την αισθητική του χώρου σας με το τραπεζάκι σαλονιού PRESIDENT, ένα αριστούργημα σχεδιασμού που συνδυάζει κομψότητα και λειτουργικότητα. Η αρμονική σύζευξη των αποχρώσεων καρυδί και μπεζ δημιουργεί μια πολυτελή ατμόσφαιρα σε κάθε επαγγελματικό περιβάλλον.</p> <p>Κατασκευασμένο από ανθεκτική μελαμίνη κορυφαίας ποιότητας, αυτό το τραπεζάκι γραφείου δεν είναι απλώς ένας διακοσμητικός στοιχείο - αποτελεί επένδυση για τον χώρο σας. Προσφέρει έναν ιδανικό συνδυασμό πρακτικότητας και υψηλής αισθητικής, ιδανικός για χώρους αναμονής, γραφεία διοίκησης ή ως κεντρικό κομμάτι σε σαλόνια. Η επιλογή του PRESIDENT εγγυάται μια διαχρονική παρουσία που θα εντυπωσιάζει με την κομψότητά της.</p> </body> </html>",,,taxable,,1,12,,0,0,60,60,140,45,1,,,"139,9",Γραφείο,τραπέζι,,https://eboy.gr/app/uploads/sites/2/2026/05/trapezi-salonioy-grafeioy-fb92150-melami.webp,,,,,,,,,0,B2BMarkt,ύψος,"45 εκ.",1,1,πλάτος,"140 εκ.",1,1,μήκος,"60 εκ.",1,1,B2BMarkt,76061,5208067201322,"2026-05-09 23:53:22",B2BMarkt,"<ul>
<li>Κατασκευή από μελαμίνη υψηλής ποιότητας για αντοχή και διάρκεια.</li>
<li>Επιφάνεια εργασίας σε δύο χρωματικούς συνδυασμούς: Καρυδί & Μπεζ, προσφέροντας κομψό φινίρισμα.</li>
<li>Στιβαρή μεταλλική βάση που εξασφαλίζει σταθερότητα και εργονομική χρήση.</li>
<li>Σχεδιασμός με έμφαση στη λειτουργικότητα για επαγγελματικούς χώρους.</li>
<li>Εύκολος καθαρισμός της επιφάνειας (στεγνό ή ελαφρώς νωπό πανί).</li>
</ul>"
284601,simple,0525875,5208067200332,"Γραφείο Superon Hm2139l",1,0,visible,,"<p>Αναβαθμίστε το επαγγελματικό σας χώρο με το κομψό Γραφείο Αριστερής Γωνίας SUPERON - την τέλεια επιλογή για όσους αναζητούν συνδυασμό στυλ και λειτουργικότητας. Απολαύστε την πολυτέλεια ενός σύγχρονου σχεδιασμού που συνδυάζει αριστοτεχνικά τη φυσική απόχρωση ξύλου με διακριτικές μπεζ λεπτομέρειες, δημιουργώντας μια εκλεπτυσμένη ατμόσφαιρα στο γραφείο σας.</p> <p>Κατασκευασμένο από υψηλής ποιότητας μελαμίνη και ενισχυμένα μεταλλικά στοιχεία, το SUPERON προσφέρει αξιοπιστία και αντοχή. Η εργονομική του σχεδίαση ταιριάζει αρμονικά σε κάθε επαγγελματικό περιβάλλον, μετατρέποντας τον καθημερινό χώρο εργασίας σας σε ένα σημείο έμπνευσης και επιτυχίας. Επιλέξτε την αισθητική που αντανακλά το προσωπικό σας γούστο και αφήστε το γραφείο Superon να αποτελέσει το επίκεντρο του επαγγελματικού σας χώρου.</p>",,,taxable,,1,2,,0,0,150,180,240,76,1,,,"949,9",Γραφείο,γραφείο,,https://eboy.gr/app/uploads/sites/2/2026/05/grafeio-aristeri-gonia-fb92139l-melamini.webp,,,,,,,,,0,B2BMarkt,ύψος,"76 εκ.",1,1,πλάτος,"240 εκ.",1,1,μήκος,"180 εκ.",1,1,B2BMarkt,76063,5208067200332,"2026-05-09 23:53:51",B2BMarkt,"<ul>
<li>Κατασκευή από μελαμίνη υψηλής ποιότητας για την επιφάνεια και το σώμα του γραφείου.</li>
<li>Μεταλλική ενίσχυση στο σκελετό για αυξημένη σταθερότητα.</li>
<li>Μεταλλικό πόδι στη μεγάλη πλευρά σε μπεζ χρώμα, ανθεκτικό στην καθημερινή χρήση.</li>
<li>Διαθέτει αποθηκευτικούς χώρους με συρτάρια και ντουλάπια.</li>
<li>Επιφάνεια με συνδυασμό φυσικού χρώματος ξύλου και διακριτικών μπεζ λεπτομερειών.</li>
</ul>"
284603,simple,0525876,5208067200417,"Γραφείο δεξιά gωνία Superon",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head> <meta charset=""UTF-8""> <title>Γραφείο Δεξιάς Γωνίας Superon</title> <style> p { font-family: Arial, sans-serif; line-height: 1.6em; } </style> </head> <body> <p>Απολαύστε την εργονομική άνεση και την αισθητική υπεροχή του γραφείου Superon γωνιακής διάταξης. Δημιουργήστε ένα επαγγελματικό περιβάλλον με αυτό το μοναδικό έπιπλο που συνδυάζει λειτουργικότητα και στυλ. Η αρμονική μίξη φυσικών τόνων μελαςίνης και διακριτικών μπεζ στοιχείων προσδίδει μια εκλεπτυσμένη ατμόσφαιρα στον εργασιακό σας χώρο.</p> <p>Κατασκευασμένο από ανθεκτική μελαμίνη υψηλής ποιότητας, το Superon γραφείο υπόσχεται μακροχρόνια αξιοπιστία. Ιδανικό για απαιτητικά διοικητικά περιβάλλοντα, αποτελεί την τέλεια επιλογή για όσους αναζητούν την ισορροπία μεταξύ κομψότητας και πρακτικότητας στην καθημερινή εργασία τους.</p> </body> </html>",,,taxable,,1,2,,0,0,150,180,240,76,1,,,"949,9",Γραφείο,γραφείο,,https://eboy.gr/app/uploads/sites/2/2026/05/grafeio-dexia-gonia-fb92139r-melamini-fy.webp,,,,,,,,,0,B2BMarkt,ύψος,"76 εκ.",1,1,πλάτος,"240 εκ.",1,1,μήκος,"180 εκ.",1,1,B2BMarkt,76064,5208067200417,"2026-05-09 23:54:20",B2BMarkt,"<ul>
<li>Κατασκευή από μελαμίνη υψηλής ποιότητας για την επιφάνεια και το σώμα.</li>
<li>Μεταλλική ενίσχυση στο σκελετό για αυξημένη σταθερότητα.</li>
<li>Μεταλλικό πόδι σε μπεζ χρώμα στη μεγάλη πλευρά.</li>
<li>Εξοπλισμός με συρτάρια και ντουλάπια για πρόσθετους αποθηκευτικούς χώρους.</li>
<li>Επιφάνεια με συνδυασμό φυσικού χρώματος ξύλου και διακριτικών μπεζ λεπτομερειών.</li>
</ul>"
284605,simple,0525847,5208067195829,"Γραφείο δεξιά γωνία Newline Hm18275r",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head><meta charset=""UTF-8""></head> <body> <p>Ανανεώστε τον επαγγελματικό σας χώρο με το κομψό Γραφείο Δεξιάς Γωνίας NEWLINE! Η μοντέρνα του γραμμή συνδυάζει την πρακτικότητα με τη στυλιστική αρτιότητα, δημιουργώντας ένα ιδανικό περιβάλλον εργασίας. Οι διακριτικές αποχρώσεις κρεμ και ανοιχτό καφέ προσδίδουν μια αίσθηση φρεσκάδας και επαγγελματισμού στον χώρο σας.</p> <p>Η εργονομική σχεδίαση της γωνίας ενώνεται αρμονικά με το κεντρικό γραφείο, προσφέροντας μέγιστη λειτουργικότητα και άνεση στην καθημερινή χρήση. Κατασκευασμένο από ανθεκτική μελαμίνη υψηλής ποιότητας και ενισχυμένα πόδια αλουμινίου, εγγυάται μακροχρόνια αντοχή και αξιοπιστία.</p> </body> </html>",,,taxable,,1,4,,0,0,71,120,160,105,1,,,"169,9",Γραφείο,γραφείο,,https://eboy.gr/app/uploads/sites/2/2026/05/grafeio-dexia-gonia-fb918275r-melamini-e.webp,,,,,,,,,0,B2BMarkt,ύψος,"105 εκ.",1,1,πλάτος,"160 εκ.",1,1,μήκος,"120 εκ.",1,1,B2BMarkt,76069,5208067195829,"2026-05-09 23:54:48",B2BMarkt,"<ul>
<li>Κατασκευή από μελαμίνη υψηλής ποιότητας με αντοχή στην καθημερινή επαγγελματική χρήση</li>
<li>Πόδια από αλουμίνιο σε ανοιχτό καφέ χρώμα για αυξημένη σταθερότητα και ανθεκτικότητα</li>
<li>Ενσωματωμένο ντουλάπι με ένα συρτάρι που διαθέτει κλειδαριά αριθμών ασφαλείας</li>
<li>Διαθέτει ενσωματωμένες πρίζες ηλεκτρικού ρεύματος στη βάση του επίπλου</li>
<li>Επιφάνεια εργασίας σε κρεμ απόχρωση με δυνατότητα συνδυασμού ανοιχτό καφέ και κρεμ αποχρώσεων</li>
</ul>"
284607,simple,0525932,5208067223188,"Γραφείο Newline",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head> <meta charset=""UTF-8""> </head> <body> <p>Αναβαθμίστε τον επαγγελματικό σας χώρο με το Γραφείο NEWLINE της Αριστερής Γωνίας - την επιτομή του μοντέρνου σχεδιασμού. Εμπνευσμένο από τις σύγχρονες τάσεις, συνδυάζει αρμονικά κομψότητα και λειτουργικότητα σε κάθε γωνιά του γραφείου σας.</p> <p>Η απαλή κρεμ και η ζεστή καφεδί απόχρωση της μελαμίνης προσδίδουν μια αίσθηση πολυτέλειας στον χώρο εργασίας σας, δημιουργώντας ένα περιβάλλον που εμπνέει δημιουργικότητα. Η έξυπνη σχεδίαση με την ενσωματωμένη γωνία εξασφαλίζει μέγιστη εργονομία και άνεση, ενώ τα ανθεκτικά υλικά εγγυώνται μακροχρόνια χρήση χωρίς συμβιβασμούς στην ποιότητα.</p> </body> </html>",,,taxable,,1,4,,0,0,47,120,160,105,1,,,"169,9",Γραφείο,γραφείο,,https://eboy.gr/app/uploads/sites/2/2026/05/grafeio-aristeri-gonia-newline-fb918275l.webp,,,,,,,,,0,B2BMarkt,ύψος,"105 εκ.",1,1,πλάτος,"160 εκ.",1,1,μήκος,"120 εκ.",1,1,B2BMarkt,76070,5208067223188,"2026-05-09 23:55:18",B2BMarkt,"<ul>
<li>Κατασκευή από μελαμίνη υψηλής ποιότητας με επιφάνεια λεία και ανθεκτική στη φθορά</li>
<li>Πόδια αλουμινίου για αυξημένη σταθερότητα και αντοχή στη διάβρωση</li>
<li>Περιλαμβάνει ένα ντουλάπι και ένα συρτάρι με κλειδαριά ασφαλείας 3-6 αριθμών</li>
<li>Ενσωματωμένες πρίζες στο γραφείο για εύκολη πρόσβαση σε ηλεκτρική ενέργεια</li>
<li>Ανθεκτικό στην καθημερινή επαγγελματική χρήση με έμφαση στην εργονομία</li>
</ul>"
